,topleft,topright,bottomleft,bottomright,radius
1100,"{'x': -80.77618387499999, 'y': 35.0369195625}","{'x': -80.78148746874999, 'y': 35.0369195625}","{'x': -80.77618387499999, 'y': 35.030983171875}","{'x': -80.78148746874999, 'y': 35.030983171875}",408.92917211724324
1101,"{'x': -80.78148846874998, 'y': 35.0369195625}","{'x': -80.78679106249999, 'y': 35.0369195625}","{'x': -80.78148846874998, 'y': 35.030983171875}","{'x': -80.78679106249999, 'y': 35.030983171875}",408.9022965226824
1102,"{'x': -80.77618387499999, 'y': 35.030982171875}","{'x': -80.78148746874999, 'y': 35.030982171875}","{'x': -80.77618387499999, 'y': 35.02504678125}","{'x': -80.78148746874999, 'y': 35.02504678125}",408.89465751175123
1103,"{'x': -80.78148846874998, 'y': 35.030982171875}","{'x': -80.78679106249999, 'y': 35.030982171875}","{'x': -80.78148846874998, 'y': 35.02504678125}","{'x': -80.78679106249999, 'y': 35.02504678125}",408.86777574299333
1104,"{'x': -80.76557618749999, 'y': 35.02504578125}","{'x': -80.77087953124999, 'y': 35.02504578125}","{'x': -80.76557618749999, 'y': 35.019109890625}","{'x': -80.77087953124999, 'y': 35.019109890625}",408.9207255244774
1105,"{'x': -80.77088053124999, 'y': 35.02504578125}","{'x': -80.77618287499999, 'y': 35.02504578125}","{'x': -80.77088053124999, 'y': 35.019109890625}","{'x': -80.77618287499999, 'y': 35.019109890625}",408.89384283237507
1106,"{'x': -80.76557618749999, 'y': 35.019108890625006}","{'x': -80.77087953124999, 'y': 35.019108890625006}","{'x': -80.76557618749999, 'y': 35.013174}","{'x': -80.77087953124999, 'y': 35.013174}",408.8862105811233
1107,"{'x': -80.77088053124999, 'y': 35.019108890625006}","{'x': -80.77618287499999, 'y': 35.019108890625006}","{'x': -80.77088053124999, 'y': 35.013174}","{'x': -80.77618287499999, 'y': 35.013174}",408.8593217151752
1108,"{'x': -80.75496749999999, 'y': 35.02504578125}","{'x': -80.76027134374999, 'y': 35.02504578125}","{'x': -80.75496749999999, 'y': 35.019109890625}","{'x': -80.76027134374999, 'y': 35.019109890625}",408.9341681087511
1109,"{'x': -80.76027234374999, 'y': 35.02504578125}","{'x': -80.76557518749999, 'y': 35.02504578125}","{'x': -80.76027234374999, 'y': 35.019109890625}","{'x': -80.76557518749999, 'y': 35.019109890625}",408.9072837656583
1110,"{'x': -80.75496749999999, 'y': 35.019108890625006}","{'x': -80.76027134374999, 'y': 35.019108890625006}","{'x': -80.75496749999999, 'y': 35.013174}","{'x': -80.76027134374999, 'y': 35.013174}",408.89965625239597
1111,"{'x': -80.76027234374999, 'y': 35.019108890625006}","{'x': -80.76557518749999, 'y': 35.019108890625006}","{'x': -80.76027234374999, 'y': 35.013174}","{'x': -80.76557518749999, 'y': 35.013174}",408.87276573535587
1112,"{'x': -80.76557618749999, 'y': 35.0369195625}","{'x': -80.77087953124999, 'y': 35.0369195625}","{'x': -80.76557618749999, 'y': 35.030983171875}","{'x': -80.77087953124999, 'y': 35.030983171875}",408.9224529090891
1113,"{'x': -80.77088053124999, 'y': 35.0369195625}","{'x': -80.77618287499999, 'y': 35.0369195625}","{'x': -80.77088053124999, 'y': 35.030983171875}","{'x': -80.77618287499999, 'y': 35.030983171875}",408.89557813993247
1114,"{'x': -80.76557618749999, 'y': 35.030982171875}","{'x': -80.77087953124999, 'y': 35.030982171875}","{'x': -80.76557618749999, 'y': 35.02504678125}","{'x': -80.77087953124999, 'y': 35.02504678125}",408.8879367600288
1115,"{'x': -80.77088053124999, 'y': 35.030982171875}","{'x': -80.77618287499999, 'y': 35.030982171875}","{'x': -80.77088053124999, 'y': 35.02504678125}","{'x': -80.77618287499999, 'y': 35.02504678125}",408.86105581672604
1116,"{'x': -80.75496749999999, 'y': 35.0369195625}","{'x': -80.76027134374999, 'y': 35.0369195625}","{'x': -80.75496749999999, 'y': 35.030983171875}","{'x': -80.76027134374999, 'y': 35.030983171875}",408.935891531723
1117,"{'x': -80.76027234374999, 'y': 35.0369195625}","{'x': -80.76557518749999, 'y': 35.0369195625}","{'x': -80.76027234374999, 'y': 35.030983171875}","{'x': -80.76557518749999, 'y': 35.030983171875}",408.9090151117985
1118,"{'x': -80.75496749999999, 'y': 35.030982171875}","{'x': -80.76027134374999, 'y': 35.030982171875}","{'x': -80.75496749999999, 'y': 35.02504678125}","{'x': -80.76027134374999, 'y': 35.02504678125}",408.9013784698121
1119,"{'x': -80.76027234374999, 'y': 35.030982171875}","{'x': -80.76557518749999, 'y': 35.030982171875}","{'x': -80.76027234374999, 'y': 35.02504678125}","{'x': -80.76557518749999, 'y': 35.02504678125}",408.8744958756397
1120,"{'x': -80.78679206249998, 'y': 35.04879284375001}","{'x': -80.79209515624999, 'y': 35.04879284375001}","{'x': -80.78679206249998, 'y': 35.042856703125004}","{'x': -80.79209515624999, 'y': 35.042856703125004}",408.8838048401954
1121,"{'x': -80.79209615624998, 'y': 35.04879284375001}","{'x': -80.79739824999999, 'y': 35.04879284375001}","{'x': -80.79209615624998, 'y': 35.042856703125004}","{'x': -80.79739824999999, 'y': 35.042856703125004}",408.8569366085212
1122,"{'x': -80.78679206249998, 'y': 35.04285570312501}","{'x': -80.79209515624999, 'y': 35.04285570312501}","{'x': -80.78679206249998, 'y': 35.0369205625}","{'x': -80.79209515624999, 'y': 35.0369205625}",408.8492874617295
1123,"{'x': -80.79209615624998, 'y': 35.04285570312501}","{'x': -80.79739824999999, 'y': 35.04285570312501}","{'x': -80.79209615624998, 'y': 35.0369205625}","{'x': -80.79739824999999, 'y': 35.0369205625}",408.8224130555586
1124,"{'x': -80.77618387499999, 'y': 35.04879284375001}","{'x': -80.78148746874999, 'y': 35.04879284375001}","{'x': -80.77618387499999, 'y': 35.042856703125004}","{'x': -80.78148746874999, 'y': 35.042856703125004}",408.8972401939751
1125,"{'x': -80.78148846874998, 'y': 35.04879284375001}","{'x': -80.78679106249999, 'y': 35.04879284375001}","{'x': -80.78148846874998, 'y': 35.042856703125004}","{'x': -80.78679106249999, 'y': 35.042856703125004}",408.87037031168376
1126,"{'x': -80.77618387499999, 'y': 35.04285570312501}","{'x': -80.78148746874999, 'y': 35.04285570312501}","{'x': -80.77618387499999, 'y': 35.0369205625}","{'x': -80.78148746874999, 'y': 35.0369205625}",408.86272590283403
1127,"{'x': -80.78148846874998, 'y': 35.04285570312501}","{'x': -80.78679106249999, 'y': 35.04285570312501}","{'x': -80.78148846874998, 'y': 35.0369205625}","{'x': -80.78679106249999, 'y': 35.0369205625}",408.83584984594404
1128,"{'x': -80.78679206249998, 'y': 35.06066712500001}","{'x': -80.79209515624999, 'y': 35.06066712500001}","{'x': -80.78679206249998, 'y': 35.05473048437501}","{'x': -80.79209515624999, 'y': 35.05473048437501}",408.8855281845853
1129,"{'x': -80.79209615624998, 'y': 35.06066712500001}","{'x': -80.79739824999999, 'y': 35.06066712500001}","{'x': -80.79209615624998, 'y': 35.05473048437501}","{'x': -80.79739824999999, 'y': 35.05473048437501}",408.8586678785524
1130,"{'x': -80.78679206249998, 'y': 35.05472948437501}","{'x': -80.79209515624999, 'y': 35.05472948437501}","{'x': -80.78679206249998, 'y': 35.048793843750005}","{'x': -80.79209515624999, 'y': 35.048793843750005}",408.8510095978548
1131,"{'x': -80.79209615624998, 'y': 35.05472948437501}","{'x': -80.79739824999999, 'y': 35.05472948437501}","{'x': -80.79209615624998, 'y': 35.048793843750005}","{'x': -80.79739824999999, 'y': 35.048793843750005}",408.8241431170259
